treatment_company,azimuth,md_ft,tvd_ft,date_on_production,operator,footage_lateral_length,well_spacing,porpoise_deviation,porpoise_count,shale_footage,acoustic_impedance,log_permeability,porosity,poisson_ratio,water_saturation,toc,vcl,p_velocity,s_velocity,youngs_modulus,isip,breakdown_pressure,pump_rate,total_number_of_stages,proppant_volume,proppant_fluid_ratio,production,difference_in_days,difference_in_weeks,difference_in_years
treatment_company_29,,11798,6225.0,2012-01-01,operator_25,5457.0,3415.2183,12.15,7,0,30242.3,0.26,0.02,0.34,,4.68,0.61,13239.24,6958.72,30.94,3740.0,,90,13,,1.22,2222.904828,4430,632.8571428571429,12.136986301369863
treatment_company_10,-1.96,18194,6711.0,2017-09-01,operator_4,11233.0,1150.5063,11.16,8,2475,35171.06,1.37,0.02,0.21,,5.12,0.6,12929.03,7035.11,29.23,5258.0,,100,27,10814362.0,1.2,1460.060413,2360,337.14285714285717,6.465753424657534
treatment_company_1,-47.259998,14496,8703.0,2011-07-01,operator_20,5694.0,3116.7705,179.75,1,2658,35162.27,0.96,0.06,0.3,0.31,,0.76,12047.23,7083.68,32.11,5788.0,,92,14,5017538.0,1.23,1358.923866,4614,659.1428571428571,12.64109589041096
treatment_company_10,-52.880001,17227,7392.0,2013-07-01,operator_4,8806.0,2172.4915,30.43,17,0,34802.83,0.37,0.03,0.33,0.87,4.64,0.62,12946.97,7069.71,31.36,5605.0,,71,53,8107622.0,0.45,4097.528584,3883,554.7142857142857,10.638356164383561
treatment_company_10,-51.869999,22881,7557.0,2017-06-01,operator_11,15139.0,1561.5787,4.97,8,5609,34322.99,0.58,0.04,0.33,0.85,4.81,0.53,12693.31,7191.67,31.83,5386.0,,70,76,22758276.0,1.01,5857.975737,2452,350.2857142857143,6.717808219178083
treatment_company_10,-74.650002,8670,5413.0,2013-01-01,operator_22,2886.03,4305.4941,10.51,12,0,34872.9,0.45,0.02,0.33,0.79,4.73,0.6,13262.2,7026.82,31.1,4431.0,,86,16,4179952.0,1.04,809.1201721,4064,580.5714285714286,11.134246575342466
treatment_company_9,-25.35,15955,7011.0,2014-06-01,operator_5,8578.0,557.05194,1.2,8,4390,30402.17,0.05,0.02,0.34,0.88,4.66,0.67,13160.78,6912.23,30.8,4897.0,,78,39,9891606.0,0.91,2478.185802,3548,506.85714285714283,9.72054794520548
treatment_company_10,-74.199997,11294,6238.0,2015-02-01,operator_11,3818.0,1614.6127,24.58,15,4741,34833.46,0.63,0.01,0.33,,4.92,0.45,13484.58,6959.23,30.88,4392.0,,70,19,7460994.0,1.04,564.752037,3303,471.85714285714283,9.04931506849315
treatment_company_16,-58.34,17550,6803.0,2015-08-01,operator_13,9367.0,3730.5693,4.71,8,0,31348.63,0.65,0.01,0.34,,5.2,0.21,13702.39,6897.95,30.68,,,79,30,17648568.0,0.89,1496.843724,3122,446.0,8.553424657534247
treatment_company_6,-73.610001,11226,7764.0,2015-05-01,operator_4,2580.0,4272.9204,13.51,11,7611,32701.41,0.84,0.05,0.32,0.73,5.1,0.68,12522.33,7312.74,32.37,5772.0,,94,17,4259347.0,0.9,1316.216531,3214,459.14285714285717,8.805479452054794
treatment_company_14,-37.16,16219,6590.0,2018-10-01,operator_13,8954.0,,8.05,13,5756,29284.0,0.48,0.01,0.33,0.87,4.58,0.3,13668.41,6917.02,30.72,4696.0,,99,46,21424380.0,0.82,2037.068389,1965,280.7142857142857,5.383561643835616
treatment_company_8,-47.259998,14655,8117.0,2014-07-01,operator_26,6016.0,1470.1295,2.84,29,9834,32953.42,0.72,0.05,0.32,0.76,5.45,0.84,12872.01,7261.65,32.59,6148.0,,95,29,5416194.0,0.87,1398.30376,3518,502.57142857142856,9.638356164383561
treatment_company_16,-11.91,16383,7869.0,2015-03-01,operator_4,7023.0,1490.9745,24.31,2,3451,32707.33,0.06,0.02,0.34,,4.6,0.72,13182.41,6891.36,30.76,5670.0,,99,46,9256170.0,0.97,2908.514309,3275,467.85714285714283,8.972602739726028
treatment_company_1,-37.529999,20196,6080.0,2018-04-01,operator_11,13585.0,729.07648,10.36,8,0,34069.44,0.55,0.02,0.34,,,0.49,13390.83,6986.34,30.94,4285.0,,93,68,27052032.0,1.03,3222.742114,2148,306.85714285714283,5.884931506849315
treatment_company_10,-15.58,12348,6423.0,2017-10-01,operator_4,5675.0,,3.54,10,0,34786.71,0.42,0.01,0.33,0.86,4.74,0.45,13604.97,6962.41,30.84,2968.0,,97,29,12831735.0,1.38,2042.496357,2330,332.85714285714283,6.383561643835616
treatment_company_1,-19.389999,13223,8291.0,2012-07-01,operator_9,4469.0,769.72687,7.77,4,0,35097.13,0.46,0.02,0.33,,4.68,0.59,13210.48,7036.46,31.15,6020.0,,89,16,6048040.0,1.03,1076.296919,4248,606.8571428571429,11.638356164383561
treatment_company_2,-27.889999,13458,8515.0,2014-07-01,operator_6,4393.0,3945.2959,0.92,11,5635,34729.88,1.24,0.06,0.22,,4.06,0.64,11982.15,6803.58,27.41,4632.0,,73,33,7226253.0,1.38,3314.764496,3518,502.57142857142856,9.638356164383561
treatment_company_1,-57.639999,17375,6323.0,2016-02-01,operator_11,9667.0,2181.4292,1.62,7,3728,34578.14,0.59,0.02,0.34,0.86,4.91,0.43,13593.34,6961.68,30.84,4414.0,,69,50,9921711.0,0.87,2580.251597,2938,419.7142857142857,8.04931506849315
treatment_company_2,-27.25,11518,5896.0,2011-01-01,operator_2,5057.0,2258.4265,34.54,7,6268,33258.19,1.2,0.1,0.19,,6.25,0.51,12169.22,7032.23,28.12,,,83,14,5343497.0,1.26,842.4039314,4795,685.0,13.136986301369863
treatment_company_3,-11.4,15347,8197.0,2017-03-01,operator_1,6900.0,1126.9015,11.61,7,0,31019.83,0.45,,0.23,,2.15,0.62,12230.7,6808.21,28.37,6473.0,,81,33,13422051.0,1.35,4722.433226,2544,363.42857142857144,6.96986301369863
treatment_company_12,-13.25,16737,8438.0,2014-07-01,operator_9,7947.0,4235.3481,28.09,7,5471,35301.86,0.92,0.04,0.27,,4.79,0.5,11603.42,7047.79,31.19,6167.0,,91,40,10842092.0,1.11,1062.312909,3518,502.57142857142856,9.638356164383561
treatment_company_10,-36.02,10950,6608.0,2013-01-01,operator_11,4115.0,2423.0142,1.18,9,3730,33447.34,0.47,0.02,0.34,,4.64,0.57,13168.79,7058.84,31.22,4152.0,5889.0,69,20,9453762.0,1.28,708.3638655,4064,580.5714285714286,11.134246575342466
treatment_company_3,-24.879999,12960,6505.0,2014-12-01,operator_5,6122.0,3235.2813,5.79,5,5167,29717.74,1.38,0.06,0.34,,3.85,2.0,12255.35,6470.1,29.75,5153.0,,63,31,6960185.0,0.88,1161.579826,3365,480.7142857142857,9.219178082191782
treatment_company_1,-24.950001,16597,6856.0,2019-02-01,operator_5,9336.0,2244.0457,5.93,6,2369,34854.81,0.39,0.02,0.33,0.87,4.72,0.58,13268.2,7001.02,31.04,4135.0,6044.0,75,48,19119000.0,1.24,3244.755311,1842,263.14285714285717,5.046575342465753
treatment_company_15,-26.610001,15984,6932.0,2016-01-01,operator_5,8853.0,1376.3053,9.54,10,0,31107.9,1.23,0.05,0.34,0.47,3.95,1.83,12416.37,6501.78,29.79,,,69,45,10669600.0,0.9,2871.374868,2969,424.14285714285717,8.134246575342466
treatment_company_1,-50.259998,14782,6710.0,2016-10-01,operator_1,7100.0,,15.76,5,0,35143.87,0.44,0.02,0.33,0.81,4.66,0.59,13182.18,7040.94,31.17,4521.0,,100,35,13697880.0,1.32,4997.122748,2695,385.0,7.383561643835616
treatment_company_8,-63.279999,12104,5681.0,2015-10-01,operator_30,6081.0,,6.59,11,0,35192.75,0.5,0.02,0.33,,4.74,0.6,13275.54,7042.77,31.13,4762.0,,87,40,16096625.0,1.36,723.6048062,3061,437.2857142857143,8.386301369863014
treatment_company_4,-42.889999,12292,7807.0,2015-10-01,operator_4,3875.0,2338.4043,58.15,2,0,34773.26,0.14,,0.34,,4.66,0.73,13074.24,6963.44,31.02,5156.0,,100,27,6536646.0,0.93,1600.238608,3061,437.2857142857143,8.386301369863014
treatment_company_1,,15535,8567.0,2013-01-01,operator_20,6508.0,1549.3663,3.28,13,0,34897.14,0.94,0.06,0.3,0.42,5.22,0.71,12013.64,7079.6,32.06,5899.0,,78,11,5727665.0,1.56,1321.294977,4064,580.5714285714286,11.134246575342466
treatment_company_4,-17.450001,12832,8510.0,2018-08-01,operator_20,3826.0,1399.6965,0.32,8,5171,34544.07,0.91,0.05,0.29,,4.09,0.47,11736.59,7077.61,,,,89,21,,0.92,1281.104787,2026,289.42857142857144,5.550684931506849
treatment_company_12,-2.78,14070,7396.0,2014-07-01,operator_25,6424.0,,5.03,17,0,31449.6,1.47,0.05,0.21,0.43,5.18,0.64,11388.45,6795.22,26.68,4978.0,,89,28,,1.14,1779.634257,3518,502.57142857142856,9.638356164383561
treatment_company_4,-50.009998,12305,6668.0,2016-02-01,operator_4,4518.0,2421.7644,7.53,6,5217,34155.43,0.56,,0.33,,4.75,0.4,13457.7,6923.45,30.79,5005.0,,101,30,7514660.0,0.96,1219.930468,2938,419.7142857142857,8.04931506849315
treatment_company_12,,15729,6250.0,2019-01-01,operator_22,8666.0,,7.58,31,14656,34023.63,0.63,0.01,0.34,,4.93,0.45,13486.3,6960.06,30.88,4570.0,,100,43,,1.25,1623.718878,1873,267.57142857142856,5.131506849315069
treatment_company_6,-28.959999,10960,5519.0,2014-07-01,operator_1,5033.0,,36.57,17,1975,35192.75,0.43,0.01,0.34,,4.72,0.57,13599.66,6944.12,30.83,4018.0,6555.0,99,16,10284349.0,1.49,693.4133855,3518,502.57142857142856,9.638356164383561
treatment_company_5,-44.0,15776,7635.0,2016-04-01,operator_11,7554.0,2561.7913,23.3,7,6118,31247.1,0.62,,0.33,0.83,4.92,0.53,12639.81,7221.17,31.94,5414.0,,70,38,,0.82,2890.647698,2878,411.14285714285717,7.884931506849315
treatment_company_4,-22.379999,15456,6668.0,2019-03-01,operator_14,8456.0,1473.6665,5.53,22,9017,32806.41,0.31,0.01,0.33,,4.68,0.62,13456.54,6916.17,30.79,,6631.0,108,41,20602048.0,1.34,6842.650083,1814,259.14285714285717,4.96986301369863
treatment_company_10,-19.32,14364,6500.0,2012-07-01,operator_6,7278.0,1583.2308,151.25,3,1307,30944.75,0.94,0.06,0.2,0.87,4.49,0.63,11756.69,6801.72,26.32,4679.0,,86,11,7882512.0,1.32,768.8105398,4248,606.8571428571429,11.638356164383561
treatment_company_4,-21.969999,19053,8069.0,2018-06-01,operator_4,10410.0,1616.5686,15.54,7,65,35326.04,0.65,0.02,0.34,0.85,5.14,0.4,13591.62,6954.28,30.84,5734.0,9270.0,93,67,23460252.0,1.33,4373.409597,2087,298.14285714285717,5.717808219178083
treatment_company_25,-2.3,19512,6912.0,2017-12-01,operator_4,10660.0,3114.6458,14.42,13,0,34960.82,1.4,0.04,0.2,,5.17,0.64,12772.27,7061.81,29.35,5354.0,,92,32,12213729.0,1.03,1343.35029,2269,324.14285714285717,6.2164383561643834
treatment_company_2,-24.0,14994,5993.0,2015-06-01,operator_7,8262.0,,2.63,9,4296,35103.54,0.26,0.02,0.26,0.82,4.68,0.61,13239.24,6958.72,30.94,4405.0,,91,44,11997084.0,1.12,1459.554207,3183,454.7142857142857,8.72054794520548
treatment_company_10,-53.419998,10398,6163.0,2014-01-01,operator_11,3561.0,1041.6877,5.03,5,2966,34191.98,0.43,0.02,0.33,0.87,4.68,0.58,13182.01,7011.47,31.09,4396.0,5908.0,70,17,8348598.0,1.16,428.423215,3699,528.4285714285714,10.134246575342466
treatment_company_2,-11.47,11842,5709.0,2011-07-01,operator_2,5725.0,2358.1936,8.21,19,8241,34887.02,0.61,0.03,0.2,,5.24,0.38,12598.6,6992.9,27.35,3382.0,,85,16,,0.55,1396.697062,4614,659.1428571428571,12.64109589041096
treatment_company_2,-45.150002,12264,6033.0,2015-03-01,operator_7,5740.0,,13.58,16,10283,34579.82,0.27,0.02,0.33,,4.66,0.61,13171.29,7015.34,31.11,4335.0,,94,28,,1.15,673.2994527,3275,467.85714285714283,8.972602739726028
treatment_company_11,16.629999,11420,7527.0,2014-12-01,operator_14,2679.0,1770.2747,232.07,1,711,31390.93,0.31,0.03,0.26,0.88,3.45,0.59,11099.15,6782.27,28.56,5840.0,,79,16,8006999.0,1.21,3263.410842,3365,480.7142857142857,9.219178082191782
treatment_company_10,-59.389999,13570,7155.0,2015-12-01,operator_4,5440.0,4966.5132,0.14,5,0,34776.92,0.89,0.01,0.33,0.96,4.37,0.63,12531.58,7470.22,32.87,4575.0,9394.0,94,19,,1.04,997.2374729,3000,428.57142857142856,8.219178082191782
treatment_company_16,-33.639999,16172,6864.0,2014-09-01,operator_13,9058.0,3784.8398,20.39,7,3356,31883.35,0.55,0.01,0.33,,5.0,0.46,13587.85,6968.79,30.87,4471.0,,89,29,16957420.0,1.13,1074.653136,3456,493.7142857142857,9.468493150684932
treatment_company_5,-46.57,12082,6412.0,2017-05-01,operator_11,5420.0,,34.75,6,0,35162.27,0.29,0.01,0.34,,,0.6,13275.93,6959.58,30.94,,,69,27,5324778.0,0.9,1098.721595,2483,354.7142857142857,6.802739726027397
treatment_company_9,-24.120001,12264,6716.0,2013-03-01,operator_14,5226.0,2885.4766,3.67,10,7519,33489.69,0.86,0.04,0.27,0.75,5.01,0.48,11617.26,6772.97,28.14,5287.0,,82,27,10424250.0,1.12,6370.282424,4005,572.1428571428571,10.972602739726028
treatment_company_11,-2.8199999,12850,7467.0,2015-08-01,operator_14,4577.0,,18.02,34,14540,34777.93,0.93,0.01,0.29,,3.69,0.5,11593.69,6767.96,29.25,5970.0,,80,25,9511643.0,1.06,1131.788645,3122,446.0,8.553424657534247
treatment_company_12,-31.82,13575,8282.0,2014-07-01,operator_25,4838.0,881.90057,1.78,7,4350,35207.9,1.36,0.09,0.21,,3.36,0.45,11634.62,6817.76,27.8,5355.0,,90,24,20169262.0,1.2,3147.658977,3518,502.57142857142856,9.638356164383561
treatment_company_30,-27.83,12624,6953.0,2013-12-01,operator_4,4862.0,1507.4965,296.36,1,4382,31824.6,0.43,0.01,0.33,,4.72,0.57,13599.66,6944.12,30.83,5071.0,,63,18,4383690.0,0.79,531.2036934,3730,532.8571428571429,10.219178082191782
treatment_company_2,-34.700001,12896,6068.0,2015-10-01,operator_7,6406.0,,303.04,1,5110,34914.63,0.47,0.02,0.33,,4.64,0.57,13160.76,7056.25,31.21,4397.0,,94,34,9147173.0,1.18,728.8275662,3061,437.2857142857143,8.386301369863014
treatment_company_2,-47.68,14388,6033.0,2016-01-01,operator_7,7609.0,3284.3848,26.71,17,8136,34777.93,0.44,0.02,0.34,0.87,4.68,0.59,13206.37,7037.54,31.15,4569.0,,96,39,10084494.0,1.01,305.0855348,2969,424.14285714285717,8.134246575342466
treatment_company_5,-51.27,12240,7598.0,2019-02-01,operator_11,4312.0,,9.75,10,7526,34210.47,0.45,,0.33,0.86,4.72,0.58,13283.0,7021.17,31.08,5323.0,,96,22,4336552.0,0.89,1840.381063,1842,263.14285714285717,5.046575342465753
treatment_company_8,-25.59,13747,7818.0,2014-01-01,operator_6,5585.0,2788.1948,16.47,6,158,31241.58,0.86,0.06,0.22,,3.19,0.46,11661.61,6808.81,27.96,5807.0,,97,22,8197274.0,1.34,2624.637942,3699,528.4285714285714,10.134246575342466
treatment_company_4,-32.990002,9900,6717.0,2016-08-01,operator_14,2733.0,1092.3148,17.99,19,9247,35133.95,0.86,0.04,0.27,0.76,5.04,0.48,11750.34,6772.9,28.04,5035.0,6085.0,82,12,4543721.0,1.04,1579.553457,2756,393.7142857142857,7.550684931506849
treatment_company_10,-59.25,17206,,2018-11-01,operator_11,10501.0,1451.0453,10.6,3,0,30766.58,0.41,0.01,0.33,0.85,4.74,0.45,13605.73,6963.16,30.84,4220.0,,84,53,,1.1,2261.292113,1934,276.2857142857143,5.298630136986302
treatment_company_8,-50.669998,12325,6764.0,2014-10-01,operator_4,5311.0,3291.6992,277.01,1,4321,32717.59,0.52,0.02,0.34,,3.9,0.67,12783.17,6695.99,30.2,4860.0,,80,19,7369410.0,1.1,749.401858,3426,489.42857142857144,9.386301369863014
treatment_company_1,-42.790001,17895,5729.0,2017-10-01,operator_13,11712.0,2685.574,2.5,5,0,33853.4,0.26,0.01,0.34,0.86,4.68,0.61,13255.15,6964.58,30.96,4527.0,5654.0,89,57,34280264.0,1.12,1784.946373,2330,332.85714285714283,6.383561643835616
treatment_company_9,-9.04,15165,6365.0,2019-01-01,operator_5,8130.0,4532.6094,3.8,4,4302,34013.21,0.57,0.01,0.33,0.83,4.87,0.43,13465.54,6951.16,30.86,3987.0,,76,41,16458000.0,1.2,2761.465506,1873,267.57142857142856,5.131506849315069
treatment_company_7,-31.68,13577,7561.0,2015-05-01,operator_6,5916.0,2708.6975,42.6,16,10354,33373.16,0.08,0.02,0.24,,3.64,0.63,11152.1,6789.84,28.12,5741.0,,96,26,14527511.0,1.47,7201.277888,3214,459.14285714285717,8.805479452054794
treatment_company_2,-45.419998,13180,7439.0,2013-07-01,operator_20,5712.0,749.13312,4.67,4,3457,29541.19,0.42,,0.33,,4.74,0.45,13604.97,6962.41,30.84,5074.0,,91,11,,1.94,954.5995484,3883,554.7142857142857,10.638356164383561
treatment_company_9,-3.7,16133,6552.0,2018-07-01,operator_5,8608.0,567.80035,8.85,15,8618,35216.37,1.25,0.05,0.34,,3.68,1.72,12467.47,6576.42,29.97,3910.0,5936.0,75,43,17321212.0,1.13,2543.457079,2057,293.85714285714283,5.635616438356164
treatment_company_10,-35.849998,13856,7674.0,2016-05-01,operator_4,5916.0,3438.9258,37.17,36,14645,34899.41,0.33,0.03,0.33,,4.64,0.63,13000.53,7048.02,31.28,5612.0,,101,39,9741147.0,1.03,2601.425383,2848,406.85714285714283,7.802739726027397
treatment_company_3,-23.049999,15551,6762.0,2017-03-01,operator_5,8328.0,2739.9282,71.57,4,6041,30912.55,1.3,0.06,0.34,,3.9,1.91,12345.68,6488.7,29.77,4346.0,,75,42,,1.1,3460.418014,2544,363.42857142857144,6.96986301369863
treatment_company_5,-4.48,15652,6706.0,2018-04-01,operator_5,8696.0,,9.62,14,6972,32819.55,1.35,0.06,0.34,0.5,3.86,1.96,12301.09,6481.84,29.77,4229.0,6258.0,73,42,21261340.0,1.2,2046.433338,2148,306.85714285714283,5.884931506849315
treatment_company_13,-14.77,11398,7127.0,2013-07-01,operator_24,4189.0,,0.86,2,0,34714.74,0.42,0.01,0.33,,4.74,0.51,13602.6,6939.74,30.82,3725.0,,70,18,3951120.0,1.12,483.1472361,3883,554.7142857142857,10.638356164383561
treatment_company_12,-30.77,13913,7421.0,2018-04-01,operator_25,5831.0,2130.0002,18.29,28,12231,32751.38,1.49,,0.24,,4.07,0.43,12230.4,6843.21,28.25,5018.0,8814.0,95,26,11516856.0,1.34,1709.58064,2148,306.85714285714283,5.884931506849315
treatment_company_2,-24.469999,15170,5719.0,2015-02-01,operator_2,9009.0,,1.22,18,0,35056.46,0.28,0.01,0.33,,4.68,0.6,13281.18,6956.75,30.93,4142.0,8334.0,108,25,14971150.0,2.05,1555.471675,3303,471.85714285714283,9.04931506849315
treatment_company_1,-30.09,10491,5784.0,2011-01-01,operator_36,4257.0,2029.8225,7.23,14,7167,32982.52,0.43,0.02,0.34,0.87,4.68,0.59,13202.61,7034.19,31.14,4079.0,,80,20,,1.12,489.7347089,4795,685.0,13.136986301369863
treatment_company_5,-17.209999,12786,7624.0,2019-02-01,operator_11,3754.0,,2.16,4,2674,33885.21,0.28,0.02,0.33,0.8,4.67,0.62,13186.82,7008.4,31.09,5159.0,,96,20,3914280.0,0.86,1515.774713,1842,263.14285714285717,5.046575342465753
treatment_company_8,-28.23,11072,4935.0,2012-07-01,operator_6,5691.0,3287.748,6.15,9,5893,34669.05,0.61,0.01,0.33,,4.91,0.44,13481.45,6949.85,30.85,2708.0,,75,12,2886000.0,0.94,436.4781723,4248,606.8571428571429,11.638356164383561
treatment_company_19,-26.91,17150,8261.0,2014-01-01,operator_20,7717.0,4057.7839,7.93,5,3311,34711.83,0.47,,0.34,,4.66,0.58,13184.96,7049.93,31.19,4927.0,,91,19,,1.51,1839.364313,3699,528.4285714285714,10.134246575342466
treatment_company_11,-21.07,12945,6839.0,2016-03-01,operator_14,5599.0,1816.1163,70.67,5,5046,33522.77,1.24,0.05,0.32,,4.43,0.47,12847.74,6755.76,29.32,5410.0,7890.0,79,28,10648689.0,1.04,2118.991873,2909,415.57142857142856,7.96986301369863
treatment_company_3,-34.27,14280,6658.0,2016-03-01,operator_5,7213.0,1527.0956,7.86,6,0,34744.92,1.42,0.06,0.34,,3.84,2.05,12181.59,6449.16,29.72,4708.0,5373.0,71,36,8491580.0,0.88,1848.18196,2909,415.57142857142856,7.96986301369863
treatment_company_2,,16279,8629.0,2014-07-01,operator_20,7093.0,682.06403,2.55,2,2796,34715.37,0.28,0.03,0.25,,4.53,0.63,11867.0,7100.35,31.04,6130.0,,91,18,6848501.0,1.58,978.2579784,3518,502.57142857142856,9.638356164383561
treatment_company_3,-34.540001,14741,6403.0,2016-07-01,operator_5,7949.0,995.26172,0.83,8,0,35326.04,0.05,0.02,0.34,0.88,4.66,0.67,13160.78,6912.23,30.8,4481.0,,74,40,11983442.0,0.89,2382.578611,2787,398.14285714285717,7.635616438356164
treatment_company_4,-50.91,12245,6399.0,2013-07-01,operator_1,5323.0,,7.31,19,8855,34887.07,0.48,0.01,0.21,0.85,4.22,0.57,12780.76,6795.45,25.93,4613.0,6947.0,80,20,6729203.0,1.57,826.9926764,3883,554.7142857142857,10.638356164383561
treatment_company_12,-63.349998,11212,7586.0,2013-07-01,operator_26,2857.0,1810.1858,16.63,8,1443,30950.78,0.27,0.03,0.33,0.9,4.71,0.72,12883.52,7050.53,31.38,,8846.0,97,11,3474908.0,0.93,960.3526529,3883,554.7142857142857,10.638356164383561
treatment_company_12,-33.84,14980,8499.0,2013-01-01,operator_9,6161.0,1467.7083,9.27,17,6877,34564.35,0.96,0.06,0.29,0.25,4.29,0.64,11829.51,7085.67,31.9,6541.0,,90,22,8624770.0,1.22,1701.639837,4064,580.5714285714286,11.134246575342466
treatment_company_5,-17.049999,12610,6966.0,2014-01-01,operator_24,5066.0,1018.7684,27.21,7,5088,30838.42,0.26,0.02,0.33,,4.68,0.61,13239.24,6958.72,30.94,4353.0,,80,15,5213466.0,1.33,1312.629314,3699,528.4285714285714,10.134246575342466
treatment_company_1,-38.669998,16787,6900.0,2015-05-01,operator_13,9416.0,763.09772,120.11,5,3851,34614.13,0.62,0.02,0.33,,5.14,0.42,13594.43,6957.8,30.84,4507.0,,77,35,14740705.0,0.75,1760.215256,3214,459.14285714285717,8.805479452054794
treatment_company_4,-37.700001,13232,6721.0,2016-08-01,operator_14,6261.0,1113.9095,0.28,17,7139,34022.14,0.87,0.04,0.27,,5.01,0.47,11626.51,6772.64,28.15,4981.0,6921.0,82,31,11810552.0,1.04,3781.414029,2756,393.7142857142857,7.550684931506849
treatment_company_12,-9.8800001,14013,8716.0,2014-01-01,operator_9,5099.0,2251.4021,11.93,19,8923,34993.51,0.92,0.05,0.29,,4.66,0.5,11731.58,7070.37,31.78,6237.0,,85,27,6121374.0,0.99,854.2890812,3699,528.4285714285714,10.134246575342466
treatment_company_12,-41.439999,13685,5715.0,2014-07-01,operator_22,7759.0,2947.9893,69.52,6,1813,34594.03,0.05,0.02,0.34,0.86,4.72,0.6,13166.48,6909.48,30.79,4212.0,,97,40,17536986.0,1.22,1221.419601,3518,502.57142857142856,9.638356164383561
treatment_company_5,-34.939999,12090,7758.0,2013-07-01,operator_8,3608.0,738.28223,11.81,3,2211,27301.18,0.52,0.01,0.34,,4.74,0.41,13445.33,6920.13,30.79,5638.0,8893.0,83,13,3268319.0,1.06,375.6446135,3883,554.7142857142857,10.638356164383561
treatment_company_16,-18.92,15622,6557.0,2014-09-01,operator_8,8651.0,737.64606,256.87,1,0,34614.25,1.23,0.05,0.34,0.54,3.77,1.81,12455.73,6546.06,29.9,4774.0,,89,57,14168515.0,0.93,1462.850856,3456,493.7142857142857,9.468493150684932
treatment_company_9,-58.240002,12210,6971.0,2014-08-01,operator_14,4061.0,1094.1536,266.91,1,0,30405.65,0.87,0.03,0.27,0.73,4.97,0.48,11507.7,6772.74,28.26,5029.0,,82,22,8370068.0,1.09,3531.668211,3487,498.14285714285717,9.553424657534247
treatment_company_15,-30.98,15552,7682.0,2016-06-01,operator_4,7378.0,699.1449,8.6,6,4936,31220.69,0.87,0.05,0.34,0.5,3.86,1.05,12969.57,6597.97,29.94,5498.0,8913.0,95,49,9947400.0,0.89,1933.40072,2817,402.42857142857144,7.717808219178083
treatment_company_10,-37.450001,9652,6282.0,2012-07-01,operator_11,3050.0,2405.0974,9.75,10,0,35072.44,0.36,0.02,0.33,,4.79,0.48,13243.15,7165.6,31.39,3687.0,6085.0,69,10,3031008.0,0.98,188.0274541,4248,606.8571428571429,11.638356164383561
treatment_company_9,-26.299999,13580,6002.0,2014-01-01,operator_17,6660.0,,20.67,6,456,30606.71,0.85,0.08,0.26,,5.14,0.42,13794.82,6774.14,26.86,3714.0,,77,28,7643137.0,1.11,76.10724599,3699,528.4285714285714,10.134246575342466
treatment_company_1,-33.73,15034,6472.0,2017-07-01,operator_5,8109.0,,45.29,4,3962,29410.54,1.21,0.05,0.34,,3.71,1.72,12484.77,6574.81,29.96,3435.0,,77,41,14440718.0,1.09,2708.965448,2422,346.0,6.635616438356164
treatment_company_11,-36.27,11886,7118.0,2015-05-01,operator_14,4127.0,2124.6909,4.11,5,1357,30837.96,1.0,0.02,0.28,0.69,4.68,0.47,11558.58,6768.67,28.71,,7710.0,80,21,7986480.0,1.06,2991.754154,3214,459.14285714285717,8.805479452054794
treatment_company_8,-50.16,13072,6555.0,2014-01-01,operator_1,5636.0,2381.4475,119.48,3,0,35097.13,0.37,0.02,0.33,,4.86,0.6,13414.16,7072.68,31.14,4351.0,,80,22,10848791.0,1.4,990.7666186,3699,528.4285714285714,10.134246575342466
treatment_company_1,-27.129999,14946,7995.0,2012-01-01,operator_20,6599.0,1003.5295,5.86,12,0,34559.0,0.63,0.01,0.34,,4.93,0.45,13486.3,6960.06,,,,96,12,5987196.0,1.57,978.8800292,4430,632.8571428571429,12.136986301369863
treatment_company_12,-3.76,14561,7946.0,2017-11-01,operator_4,6365.0,749.42029,17.19,8,1846,27140.45,0.06,,0.34,0.92,4.72,0.85,12946.19,6903.7,30.88,5671.0,,99,30,12986432.0,1.45,1579.513103,2299,328.42857142857144,6.298630136986302
treatment_company_12,-15.66,15712,7454.0,2016-10-01,operator_25,7323.0,,21.21,5,4794,34733.24,1.56,0.02,0.25,1.02,3.95,0.51,11991.69,6856.78,28.39,4218.0,,86,32,,1.21,2444.702023,2695,385.0,7.383561643835616
treatment_company_8,-37.380001,14450,8150.0,2014-07-01,operator_26,5185.0,2318.845,1.15,21,8963,32846.52,0.72,0.05,0.32,0.76,5.47,0.84,12875.51,7264.41,32.6,6172.0,9344.0,91,25,4657495.0,0.87,1175.673001,3518,502.57142857142856,9.638356164383561
treatment_company_8,-74.879997,12031,8027.0,2015-06-01,operator_26,3252.0,4733.0356,54.54,7,4384,27957.49,1.03,0.06,0.32,0.65,5.48,0.82,12733.14,7346.02,32.73,6305.0,,96,14,5115583.0,0.98,1399.95014,3183,454.7142857142857,8.72054794520548
treatment_company_16,-79.440002,9964,5049.0,2014-01-01,operator_22,4665.0,2020.4347,12.04,3,0,34775.43,0.47,0.02,0.33,,4.68,0.59,13214.46,7040.7,,4575.0,,89,28,6980582.0,0.93,529.2468239,3699,528.4285714285714,10.134246575342466
